,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1789,4147,35,white,single,0,12.0,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,11.030594,40.0,15.423077,3.4166667
1790,4148,40,white,married,0,10.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,3.8083735,40.0,13.115385,11.5
1791,4149,40,white,married,0,12.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4.830918,30.0,7.4038467,2.75
1792,4156,36,other,married,0,13.0,not college grad,0,nonSMSA,0,Personal Services,Laborers,,6.2709026,12.0,5.602564,0.41666666
1793,4157,36,white,married,0,12.0,not college grad,0,nonSMSA,0,Personal Services,Transport,nonunion,4.389632,45.0,1.6025641,0.33333334
1794,4160,36,white,married,0,11.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,6.32045,50.0,11.961538,5.3333335
1795,4163,38,white,single,1,12.0,not college grad,0,nonSMSA,0,Personal Services,Laborers,nonunion,3.220612,30.0,4.692308,1.5
1796,4167,35,white,married,0,14.0,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,5.829306,30.0,9.442307,4.6666665
1797,4168,41,white,married,0,12.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Professional/technical,,6.6889634,15.0,17.788462,0.25
1798,4169,36,white,married,0,11.0,not college grad,0,nonSMSA,0,Professional Services,Other,,5.032206,40.0,8.134616,2.6666667
1799,4171,37,other,single,0,13.0,not college grad,0,nonSMSA,0,Professional Services,Sales,union,7.6811533,10.0,3.2692308,0.6666667
1800,4172,36,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5.3462152,40.0,18.211538,8.666667
1801,4173,35,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,14.227051,37.0,16.865385,3.3333333
1802,4176,39,other,married,0,10.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,union,5.016103,20.0,7.4423075,3.5
1803,4180,43,white,married,0,13.0,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,2.7033908,50.0,16.102564,1.4166666
1804,4182,35,white,married,0,14.0,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,2.3268917,16.0,5.871795,0.5
1805,4184,40,white,married,0,12.0,not college grad,0,nonSMSA,0,Ag/Forestry/Fisheries,Professional/technical,nonunion,12.38325,40.0,17.717949,17.666666
1806,4186,39,white,married,0,13.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,8.132044,40.0,20.070513,7.75
1807,4189,44,white,married,0,10.0,not college grad,0,SMSA,0,Professional Services,Laborers,union,7.2785773,38.0,16.5,16.5
1808,4191,41,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,union,3.486311,40.0,15.25,10.75
1809,4192,39,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,5.6360707,20.0,4.3589745,2.6666667
1810,4193,35,white,single,0,15.0,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,12.777775,40.0,13.647436,6.3333335
1811,4195,36,white,married,0,17.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,6.5056314,50.0,10.717949,6.8333335
1812,4196,35,white,single,0,18.0,college grad,1,SMSA,0,Professional Services,Other,union,9.790657,40.0,9.576923,2.9166667
1813,4198,39,white,married,0,10.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4.180602,4.0,4.269231,1.4166666
1814,4199,36,white,married,0,13.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,9.29146,40.0,7.6153846,5.75
1815,4202,44,white,married,0,17.0,college grad,0,SMSA,1,Professional Services,Other,union,11.964567,44.0,18.326923,15.833333
1816,4204,44,other,single,0,7.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.6972613,40.0,21.102564,6.5
1817,4206,43,white,single,0,17.0,college grad,0,SMSA,1,Business/Repair Svc,Craftsmen,,3.177257,20.0,9.858974,0.6666667
1818,4208,41,white,married,0,13.0,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Sales,nonunion,5.418679,40.0,8.365385,8.333333
1819,4213,39,white,single,1,14.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,35.731617,45.0,16.012821,3.0833333
1820,4214,35,white,married,0,17.0,college grad,0,SMSA,1,Professional Services,Other,union,11.272142,45.0,15.192307,8.666667
1821,4215,36,white,married,0,16.0,college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,,3.8619854,50.0,7.826923,0.41666666
1822,4221,38,white,married,0,13.0,not college grad,0,SMSA,1,Professional Services,Sales,union,6.296296,40.0,10.217948,2.9166667
1823,4222,36,white,single,1,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,1.9726238,40.0,18.057692,3.25
1824,4223,37,white,married,0,12.0,not college grad,0,SMSA,1,Public Administration,Sales,union,6.191625,40.0,5.0833335,5.0833335
1825,4225,39,white,single,0,16.0,college grad,0,SMSA,1,Professional Services,Sales,nonunion,6.0466976,40.0,11.358975,3.0833333
1826,4229,41,white,single,1,18.0,college grad,0,SMSA,0,Professional Services,Other,union,13.019322,40.0,18.833334,18.833334
1827,4230,41,white,married,0,11.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,4.227053,24.0,2.2884614,2.1666667
1828,4231,45,white,single,0,12.0,not college grad,0,SMSA,0,Personal Services,Transport,,3.3444817,16.0,2.8333335,0.8333333
1829,4233,42,white,married,0,14.0,not college grad,0,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,4.1867933,20.0,9.615385,1.75
1830,4237,38,white,married,0,9.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,3.9193144,32.0,10.294871,1.1666666
1831,4239,35,white,married,0,13.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.025765,16.0,2.8012822,0.083333336
1832,4240,41,white,single,0,12.0,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,6.3768106,40.0,12.096154,10.416667
1833,4242,38,white,single,0,12.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,union,7.3107843,40.0,12.211538,3.75
1834,4244,37,white,married,0,13.0,not college grad,0,SMSA,0,Public Administration,Managers/admin,union,9.629628,40.0,13.980769,4.5
1835,4245,42,white,single,1,15.0,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Sales,union,10.466988,40.0,18.846153,18.416666
1836,4246,41,white,single,0,17.0,college grad,0,nonSMSA,0,Professional Services,Other,union,10.22544,40.0,3.8269231,1.75
1837,4247,40,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,8.945245,45.0,14.884615,0.75
1838,4248,36,white,single,0,16.0,college grad,0,SMSA,0,Entertainment/Rec Svc,Laborers,,2.7892132,10.0,11.826923,0.16666667
1839,4250,39,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,10.064413,40.0,14.192307,3.5
1840,4251,35,white,married,0,13.0,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.0466976,40.0,7.5961537,2.0833333
1841,4252,41,white,married,0,9.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.032206,40.0,13.75,13.75
1842,4253,43,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,union,9.363928,40.0,12.224359,3.0
1843,4255,36,white,married,0,14.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,4.7342973,40.0,6.269231,1.1666666
1844,4256,41,white,single,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,union,6.5458913,40.0,6.698718,5.5
1845,4258,36,white,single,0,15.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,union,11.070854,40.0,13.801282,3.75
1846,4259,43,white,single,0,10.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,6.5780983,40.0,17.75,3.0833333
1847,4260,38,white,married,0,11.0,not college grad,1,SMSA,0,Personal Services,Laborers,,6.0386477,40.0,7.314103,1.5
1848,4268,37,white,single,1,12.0,not college grad,1,SMSA,0,,,nonunion,4.138486,35.0,0.115384616,0.083333336
1849,4269,44,black,married,0,9.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.7625415,40.0,14.980768,10.0
1850,4270,41,black,single,0,16.0,college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.05153,25.0,17.198717,3.4166667
1851,4278,41,black,single,0,10.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.8486302,40.0,4.032051,1.0
1852,4279,35,white,married,0,8.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,union,4.025765,40.0,9.346154,3.5833333
1853,4280,35,black,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.2592573,40.0,12.820513,3.5
1854,4281,41,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.6231885,40.0,16.20513,3.4166667
1855,4282,36,black,married,0,13.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Professional/technical,nonunion,5.032206,40.0,13.839744,3.4166667
1856,4283,41,black,married,0,10.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,6.441224,40.0,18.762821,3.25
1857,4287,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,union,10.22544,40.0,18.538462,17.916666
1858,4291,44,black,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,4.830918,40.0,18.166666,18.166666
1859,4292,38,black,married,0,11.0,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,5.152977,40.0,8.455129,2.0
1860,4293,39,black,married,0,16.0,college grad,0,SMSA,1,Professional Services,Other,union,8.848629,35.0,12.801283,12.75
1861,4294,36,black,single,1,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,union,3.454104,35.0,8.7243595,1.25
1862,4296,38,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,2.6086955,54.0,8.083333,8.083333
1863,4298,37,black,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4.21095,40.0,7.570513,1.75
1864,4299,37,black,single,1,12.0,not college grad,0,SMSA,1,Professional Services,Sales,union,5.8051524,40.0,14.519231,13.416667
1865,4305,35,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.191625,40.0,10.5,3.8333333
1866,4306,37,black,married,0,13.0,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,6.642512,40.0,14.557693,7.6666665
1867,4309,37,black,married,0,10.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,4.0901756,25.0,10.4743595,3.75
1868,4310,39,black,married,0,14.0,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,7.914649,40.0,11.99359,0.0
1869,4311,38,black,single,0,13.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,6.2721395,40.0,9.294872,8.25
1870,4316,34,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Sales,nonunion,3.711753,20.0,9.576923,0.5833333
1871,4318,41,white,single,0,12.0,not college grad,1,SMSA,1,Professional Services,Laborers,union,3.4782605,35.0,10.589744,4.75
1872,4319,36,white,single,0,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,,2.7591965,30.0,3.7371793,0.25
1873,4323,44,black,single,0,11.0,not college grad,1,SMSA,1,Professional Services,Sales,,4.742351,40.0,10.333333,0.0
1874,4324,41,black,single,0,10.0,not college grad,1,SMSA,1,Personal Services,Laborers,,1.5926099,,9.461538,0.9166667
1875,4327,35,black,single,0,12.0,not college grad,1,SMSA,0,Public Administration,Laborers,,3.3444817,20.0,7.5897436,0.75
1876,4330,42,black,single,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,union,5.2334948,40.0,17.423077,14.5
1877,4334,41,black,married,0,15.0,college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,6.191625,40.0,16.967949,14.25
1878,4335,35,black,married,0,11.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5.53945,40.0,7.4038463,1.0833334
1879,4338,42,black,married,0,9.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.6682744,40.0,14.942307,8.666667
1880,4340,44,black,single,1,10.0,not college grad,1,SMSA,1,Professional Services,Managers/admin,nonunion,3.37359,40.0,20.839743,1.4166666
1881,4342,40,black,single,1,16.0,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,14.750395,42.0,14.884616,8.083333
1882,4343,41,black,single,1,4.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.156198,37.0,8.051281,1.9166666
1883,4345,36,black,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8.96135,38.0,14.173077,11.333333
1884,4346,45,black,single,0,18.0,college grad,1,SMSA,1,Professional Services,Sales,nonunion,10.32206,45.0,16.583334,15.833333
1885,4350,35,white,married,0,16.0,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,10.531395,50.0,13.538462,12.833333
1886,4351,40,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,7.1980634,40.0,17.27564,17.25
1887,4352,42,white,married,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,3.7198057,45.0,12.487179,1.3333334
1888,4354,35,black,single,0,16.0,college grad,1,SMSA,1,Professional Services,Professional/technical,,38.70926,40.0,14.326923,4.9166665
1889,4356,43,white,married,0,12.0,not college grad,1,SMSA,1,Transport/Comm/Utility,,nonunion,12.431557,40.0,19.615385,19.583334
1890,4357,38,white,married,0,14.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,11.030594,40.0,19.301283,1.4166666
1891,4360,42,white,single,0,12.0,not college grad,1,SMSA,1,Manufacturing,Operatives,union,8.05153,40.0,20.365385,1.3333334
1892,4361,45,white,married,0,9.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.8438005,40.0,15.211538,12.5
1893,4363,39,white,married,0,17.0,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,9.29146,40.0,12.01282,6.8333335
1894,4364,37,white,married,0,14.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,2.3107882,45.0,11.980769,1.5833334
1895,4365,42,white,married,0,12.0,not college grad,1,SMSA,1,Wholesale/Retail Trade,Craftsmen,nonunion,4.959742,45.0,8.173077,0.0
1896,4367,38,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.972622,40.0,14.211538,9.666667
1897,4369,40,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.05153,4.0,8.974359,4.75
1898,4376,35,white,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.5330095,40.0,13.429487,1.5833334
1899,4378,42,white,single,1,16.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,9.7584505,40.0,17.923077,6.5
1900,4381,43,white,married,0,15.0,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.518515,40.0,12.108974,6.9166665
1901,4382,42,black,single,0,9.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,5.7246356,40.0,17.423077,11.75
1902,4383,38,black,single,0,14.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,5.53945,40.0,15.794871,15.75
1903,4384,41,black,single,0,10.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.6972613,58.0,9.833334,0.0
1904,4386,43,black,single,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,8.379888,40.0,21.070513,11.083333
1905,4388,37,black,married,0,11.0,not college grad,0,SMSA,0,Professional Services,Laborers,union,4.055183,40.0,12.435898,7.4166665
1906,4389,41,black,married,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Craftsmen,nonunion,5.523347,40.0,13.865385,13.666667
1907,4393,39,white,married,0,15.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.5024142,40.0,15.288462,9.25
1908,4394,36,white,married,0,12.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,2.2141707,38.0,11.551282,
1909,4395,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.0128825,40.0,4.442308,0.41666666
1910,4397,40,white,married,0,18.0,college grad,0,SMSA,1,Professional Services,Other,,3.4280922,40.0,16.070515,2.0
1911,4405,36,white,married,0,7.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,3.3444817,40.0,5.7884617,0.5
1912,4407,40,black,married,0,11.0,not college grad,1,nonSMSA,0,Professional Services,Operatives,,3.3444817,20.0,15.057693,1.0833334
1913,4408,38,white,married,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,,7.901336,40.0,9.673077,0.25
1914,4409,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.227053,35.0,10.0,9.166667
1915,4411,44,black,single,1,8.0,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,nonunion,1.8115942,40.0,16.99359,13.25
1916,4413,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.919482,40.0,21.0,21.0
1917,4419,36,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.032206,40.0,10.910257,4.3333335
1918,4420,43,white,married,0,12.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.0998378,50.0,13.903846,5.3333335
1919,4426,36,black,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,2.801002,40.0,11.576923,0.5
1920,4428,39,black,married,0,12.0,not college grad,1,SMSA,1,Public Administration,,nonunion,4.178743,40.0,8.532051,7.25
1921,4429,37,black,married,0,11.0,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,7.3510447,40.0,14.538462,9.083333
1922,4435,35,white,married,0,18.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,7.8985486,50.0,17.371796,9.75
1923,4437,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,,5.2257524,40.0,15.5256405,0.8333333
1924,4438,42,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.777777,40.0,10.871795,0.0
1925,4439,42,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,17.61674,8.0,8.692307,0.0
1926,4441,42,black,married,0,6.0,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,union,3.454104,35.0,6.403846,1.0833334
1927,4442,40,black,married,0,7.0,not college grad,1,nonSMSA,0,,Farm laborers,nonunion,3.0434775,40.0,7.5,1.25
1928,4443,39,black,married,0,9.0,not college grad,1,nonSMSA,0,,Farm laborers,nonunion,3.0193238,40.0,5.8653846,1.0
1929,4445,35,black,single,0,8.0,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,nonunion,2.6972613,40.0,3.6153848,1.0833334
1930,4446,43,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,1.3929143,80.0,12.25,1.5833334
1931,4450,38,black,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,union,7.407406,35.0,16.423077,13.25
1932,4454,39,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9307563,35.0,7.788461,0.5
1933,4458,44,black,married,0,7.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.025765,34.0,17.993591,15.833333
1934,4460,36,black,single,1,12.0,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,4.5330095,40.0,14.230769,5.75
1935,4461,35,black,single,1,12.0,not college grad,0,SMSA,1,Personal Services,Operatives,,5.779567,40.0,3.2884614,0.8333333
1936,4462,39,black,single,1,12.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.091786,38.0,15.384615,2.9166667
1937,4464,34,black,married,0,13.0,not college grad,1,SMSA,0,Manufacturing,Clerical/unskilled,,7.648953,20.0,8.423077,0.5
1938,4465,43,black,single,0,7.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.6972613,40.0,22.891027,1.4166666
1939,4466,44,black,single,0,12.0,not college grad,1,nonSMSA,0,Personal Services,Transport,,1.7976586,40.0,15.243589,1.25
1940,4470,37,black,married,0,12.0,not college grad,1,nonSMSA,0,Personal Services,Laborers,nonunion,2.8180354,60.0,11.942307,1.9166666
1941,4473,43,white,single,0,14.0,not college grad,1,nonSMSA,0,Manufacturing,Clerical/unskilled,nonunion,6.2709026,40.0,11.525642,4.8333335
1942,4474,34,black,married,0,15.0,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,4.025765,40.0,10.153847,0.083333336
1943,4478,39,white,married,0,17.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,7.479866,60.0,18.01923,9.833333
1944,4480,39,white,single,0,11.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,3.3091762,62.0,6.0576925,2.25
1945,4481,38,white,married,0,7.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.0531394,60.0,3.1666667,0.083333336
1946,4484,37,black,single,0,14.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Laborers,,4.025765,15.0,13.423077,0.41666666
1947,4485,35,black,married,0,13.0,not college grad,0,SMSA,0,Manufacturing,Craftsmen,union,12.230271,52.0,13.230769,5.0833335
1948,4488,37,white,single,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,6.8438005,40.0,14.858974,9.333333
1949,4490,43,white,single,0,15.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,25.161034,40.0,21.77564,21.75
1950,4492,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,4.033815,40.0,8.698718,1.6666666
1951,4494,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.086955,40.0,11.358974,3.25
1952,4501,40,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.339774,60.0,15.903846,1.9166666
1953,4502,44,white,married,0,13.0,not college grad,1,SMSA,0,Construction,Clerical/unskilled,,5.032206,40.0,6.2115383,4.0
1954,4508,35,black,married,0,12.0,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.220612,30.0,6.173077,0.8333333
1955,4510,34,white,single,0,12.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,14.516907,40.0,12.205129,9.416667
1956,4512,43,white,married,0,10.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.6972613,60.0,4.9038463,1.6666666
1957,4513,39,black,single,1,13.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.3574865,30.0,16.5,1.8333334
1958,4518,40,black,single,0,14.0,not college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,6.352657,38.0,16.01923,13.25
1959,4519,40,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,,7.648953,40.0,12.038462,7.25
1960,4520,39,white,married,0,6.0,not college grad,1,nonSMSA,0,Business/Repair Svc,Service,nonunion,6.0386477,40.0,12.410255,8.5
1961,4527,35,black,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,2.8985493,40.0,6.25,1.8333334
1962,4530,37,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,9.29146,50.0,12.23718,8.416667
1963,4531,37,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.801002,36.0,7.3653846,1.3333334
1964,4532,40,black,married,0,12.0,not college grad,1,SMSA,0,Personal Services,Operatives,nonunion,5.53945,40.0,15.564102,0.083333336
1965,4533,42,black,single,0,12.0,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,7.745568,40.0,18.179487,8.416667
1966,4536,43,white,married,0,17.0,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,9.806758,45.0,17.634615,13.583333
1967,4538,39,black,married,0,9.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.9855046,40.0,4.3653846,2.8333333
1968,4539,43,other,married,0,0.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9264214,40.0,5.4615383,0.9166667
1969,4541,40,white,married,0,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.5056314,60.0,11.75,0.25
1970,4542,39,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,4.8274837,40.0,15.243589,2.75
1971,4543,37,white,single,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,13.550715,40.0,13.557693,1.1666666
1972,4544,38,white,married,0,16.0,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,2.7173913,60.0,7.4038463,0.083333336
1973,4545,36,black,single,0,11.0,not college grad,0,SMSA,0,Manufacturing,Sales,,8.709587,40.0,16.24359,2.3333333
1974,4546,44,black,married,0,11.0,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5.7970986,40.0,14.730769,6.0833335
1975,4547,39,black,single,0,11.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,6.0386477,40.0,14.897436,1.0833334
1976,4548,35,black,married,0,9.0,not college grad,1,SMSA,1,Construction,Sales,nonunion,2.801932,40.0,10.423077,5.8333335
1977,4549,41,white,married,0,15.0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,11.10854,40.0,15.576923,0.75
1978,4550,44,white,married,0,10.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,2.9790654,23.0,1.7948719,0.25
1979,4551,45,white,single,1,18.0,college grad,1,SMSA,0,Professional Services,Other,union,15.09662,40.0,19.673077,3.4166667
1980,4553,44,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.6296296,40.0,15.480769,1.8333334
1981,4555,34,white,married,0,17.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Professional/technical,nonunion,14.1304245,40.0,12.032051,2.8333333
1982,4556,41,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,8.711756,38.0,19.423075,17.166666
1983,4562,43,white,married,0,13.0,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,4.025765,10.0,10.628205,5.3333335
1984,4564,39,white,single,1,12.0,not college grad,1,SMSA,0,Manufacturing,Laborers,,3.3444817,40.0,14.730769,1.75
1985,4567,40,white,married,0,11.0,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,6.5056314,50.0,12.012821,5.8333335
1986,4569,42,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.1207705,38.0,11.730769,10.416667
1987,4571,38,black,single,0,18.0,college grad,1,nonSMSA,0,Public Administration,Other,nonunion,11.610305,40.0,14.596154,13.916667
